id,name,description,mana,created_at,updated_at,char_id,cooldown,skill_number,parent_id
487,"Adversary of the Goddess, Galicta","Summons the soul of the Adversary of the Goddess, Galicta, increasing own ATK by 40% for 10 sec. Afterward, attack a random target and nearby enemies in a circular range, dealing 67464 P.DMG and knocking them down for 3 sec.",5,2021-01-10 0:00:00,2021-01-10 0:00:00,94,16,charges up upon using Skills 4 times.,"Advancement Phase 1
Increases DMG by 50%.

Advancement Phase 2
Increases own DMG that ignores DEF by 30% for the duration of soul."
488,"Anthem of a New Road, Matimaruma","Summons the soul of Anthem of a New Road, Matimaruma, increasing all allies ATK by 50% for 10 sec. After 10 sec, deals 116080 P.DMG to frontal enemies in a straight line, knocking them down for 3 sec.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,59,24,Charges up upon using Skills 5 times.,"Advancement Phase 1
Increases ATK Spd of all allies by 400 for the duration of the Skill.

Advancement Phase 2
increases P.DMG the enemy takes by 50% for 15 sec."
489,"Lightning Flash, Livatis","Summon the soul of Lightning Flash, Livatis, increasing own ATK by 60% for 12 sec. For the duration of Skill, increases DMG of [Float Like a Butterfly] by 50%.",7,2021-01-10 0:00:00,2021-01-10 0:00:00,60,22,Charges up upon using Skills 10 times.,"Advancement Phase 1
For the Duration of Skill, increases own DEF Penetration by 500.

Advancement Phase 2
Increases the duration of Skill by 5 sec and changes the Skill DMG Boost of [Float Like a Butterfly] to 100%."
490,"God's Lamp, Kurulati","Summons the soul of God's Lamp, Kurulati for 10 sec, increases ATK Spd of all allies by 300 and Mana recovery per sec by 100%. Afterward, inflicts hallucination upon one random enemy every 3 sec, reducing their ACC by 350 for 3 sec.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,61,23,Charges up upon using Skills 5 time.,"Advancement Phase 1
Inflicts hallucination upon 2 enemies and reduces the target's Mana by 500.

Advancement Phase 2
Upon activation, immediately activates the invisibility effect of God's Lamp, Kurulati on 2 allies."
491,The Flute of Silent Winds Rakshathar,"Summons the soul of The Flute of Silent Winds Rakshathar for 10 sec. For the duration of the Soul, deals 33436 + 334 P.DMG per each 1 stack of Tickle Tickle Potion inflicted upon the target every sec. The hit target will be Petrified for 1 sec.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,62,20,Charges up upon dealing DMG 70 times.,"Advancement Phase 1
Increases All DMG the hit enemy takes by 30% for 10 sec.

Advancement Phase 2
Increases the duration of soul by 5 sec."
492,"Light of Judgment, Theoria","Summons the soul of Light of Judgment, Theoria for 15 sec, increasing own DEF by 50%. If Ricardo takes DMG for the duration of Skill, there is a 10% chance to deal 35264 P.DMG to the attacker and inflict stun for 2 sec.",5,2021-01-10 0:00:00,2021-01-10 0:00:00,63,25,Charges up every sec and every time self takes DMG. This Skill can be cast upon gaining 100 charges.,"Advancement Phase 1
Increases the duration of stun by 2 sec.

Advancement Phase 2
Increases activation chance by 10% and reduces Mana of the hit target by 500."
493,"Black Lunar Wing, Noctipheus","Summons the soul of Black Lunar Wing, Noctipheus, dealing 23612 M.DMG to the target and nearby enemies, and inflicts 30 stacks of [Otherworldly Curse] on hit targets. After use, gains a stack of [Black Moon Force]. Each stack of [Black Moon Force] increases DMG dealt to enemies by 5%. [Black Moon Force] can be stacked up to max 3 times and it is irremovable. If [Ripine] is in the team, [Ripine] also gains stacks of [Black Moon Force].",5,2021-01-10 0:00:00,2021-01-10 0:00:00,96,16,Charges up over 20 sec.,"Advancement Phase 1
[Black Moon Force] additionally reduces DMG taken by 5%.

Advancement Phase 2
Increases the max number of [Black Moon Force] stacks by 2."
494,"Silver Lunar Wings, Clarapheon","Summons the soul of Silver Lunar Wing, Clarapheon for 8 sec, increasing own ATK by 30% and creating a shield that absorbs 123440 DMG and increases Crit DMG by 50% for 8 sec. If there is [Riheet] in the team, [Riheet] gains the same shield.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,97,20,Charges up over 20 sec.,"Advancement Phase 1
Changes the duration of the soul and the shield to 12 sec.

Advancement Phase 2
Changes ATK Boost to 50% and Crit DMG Boost to 100%. The shield becomes irremovable."
495,Rodina Custom Rifle Mod.0,"Summons the soul of Rodina Custom Rifle Mod.0, increasing own Crit DMG by 100% for 10 sec. For the duration of Skill, deals 25416 P.DMG that ignores DEF every 2 sec and inflicts Stun on the hit target for 2 sec. If the target is a Boss, the DMG and duratoin of Stun increases by 2 times.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,64,22,Charges up over 22 sec.,"Advancement Phase 1
Increases DMG by 50%.

Advancement Phase 2
Increases DMG by 50% and gains immunity to CC for the duration of Skill."
496,"Specter's Breath, Redeal","Summons the soul of Specter's Breath, Redeal for 12 sec, increasing own Crit DMG by 80%. Each time Roi casts Blade Claw, the soul of Specter's Breath, Redeal deals 66657 additional DMG.",7,2021-01-10 0:00:00,2021-01-10 0:00:00,65,25,Charges up over 22 sec.,"Advancement Phase 1
Reduces Cooldown by 7 sec.

Advancement Phase 2
Inflicts 1 stack(s) of Bleed on the hit enemy."
497,"Blade of Conviction, White Belona","Summons the soul of Blade of Conviction, White Belona, increasing own ATK by 50% for 8 sec and dealing 134928 P.DMG to the enemy with the highest ATK.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,66,16,Charges up upon using Skills 5 times.,"Advancement Phase 1
Changes Skill Activation Requirements to 4 times.

Advancement Phase 2
Increases DMG by 70%, and dispels positive effect from the hit target."
498,"Green Winds, Notos","Summons the soul of Green Winds, Notos for 13 sec, increasing own ATK by 50% and Crit DMG by 50%. For the duration of Skill, deals 69660 P.DMG that ignores DEF on an enemy every 4 sec, knocking them back for 2 sec, and immediately reducing the Cooldown of own Skills by 1 sec.",8,2021-01-10 0:00:00,2021-01-10 0:00:00,67,20,Charges up upon dealing DMG 60 times.,"Advancement Phase 1
Increaes DMG by 50%, and every time the Soul attacks an enemy, recovers own Mana by 1000.

Advancement Phase 2
Increaes DMG by 30% and reduces Skill Activation Requirements to 40 times."
499,"Executioner of Domains, Elsion","Summons the soul of Executioner of Domains, Elsion and deals 56220 M.DMG to nearby enemies within a circular range of self and increases M.DMG the enemies take 30% for 5 sec. Afterward, absorbs the soul of Executioner of Domains, Elsion for 10 sec and deals 17990 M.DMG to one random enemy every 1 sec. If the target is not a Hero, the DMG increases by 100%.",5,2021-01-10 0:00:00,2021-01-10 0:00:00,68,24,Charges up over 20 sec.,"Advancement Phase 1
For the duration of Skill, Seria's ATK is increased by 25%, and Crit DMG is increased by 50%.

Advancement Phase 2
DMG dealt every 1 sec now ignores target's DEF."
500,"Wings of Corruption, Apoliox","Summons the soul of Wings of Corruption, Apoliox, inflicting 'Curse of Apoliox' to all enemies and granting 'The Vessel of Curses.' on self. 'Curse of Apoliox' reduces enemy's M.DEF by 40% and Heal Rate by 40% for 10 sec.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,69,18,Charges up over 20 sec.,"Advancement Phase 1
Reduces Skill requirement by 2 sec, and recovers 1000 Mana upon use of Skill.

Advancement Phase 2
Skill requirement is reduced by an additional 5 sec. Mana of the enemies inflicted with 'Curse of Apoliox' is reduced by 300 every sec."
501,"Charming Melody , Schwanheite","Summons the Soul of Charming Melody, Schwanheite, and recovers 100 Mana for 10 sec every sec. For the duration of Skill, upon using Trance at 3 stacks, increases allies' ATK by 25% and DEF by 25% for 6 sec.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,70,30,Charges up upon using skills 7 times.,"Advancement Phase 1
Upon using Trance at 3 stacks, also increases Crit DMG by 50%.

Advancement Phase 2
Changes ATK Boost to 40%, DEF Boost to 40%, and Crit DMG Boost to 80%."
502,"Eye of the Storm, Yanadi","Summons the soul of Eye of the Storm, Yanadis, and deals 59376 M.DMG to enemies in a wide frontal range and stuns them for 3 sec. Afterward, places 'Raging Magnetic Field' for 6 sec. Enemies within the 'Raging Magnetic Field' take 30% increases M.DMG, and the duration of all CC effects the enemies take increases by 30%.",5,2021-01-10 0:00:00,2021-01-10 0:00:00,71,25,Charges up upon dealing DMG 90 times.,"Advancement Phase 1
Increases the duration of 'Raging Magnetic Field' by 3 sec.

Advancement Phase 2
Deals M.DMG equal to 3% of Sonia's Max HP to enemies within 'Raging Magnetic Field' every sec."
503,"Rock of Perseverance, Prochika","Dispels all positive effects from frontal enemies in a circular range, dealing 79168 P.DMG, and summons the Soul of Rock of Perseverance, Prochika. The soul of Prochika disappears after activating an additional effect on the next Skill use.
[BOOM! Here Goes!] Deals 79168 P.DMG to enemies within range and increases All DMG they take by 40% for 8 sec.
[Protection! Was dat Lucky Stone?] While charging energy, recovers target's Mana by a total of 2 orbs over 4 times. Afterward, increases the target's ATK by 50% for 10 sec.
[Charge! Knight Commander Power!] Deals 118752 P.DMG to the frontal enemy in range and instantly reduces the target's Mana by 3 orbs. Deals 118752 additional P.DMG to Non-Hero enemies.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,72,18,Charges up upon using Skills 4 times.,"Advancement Phase 1
Changes Skill Activation Requirements to 3 times.

Advancement Phase 2
Reduces Cooldown by 5 sec, and after summoning the soul, increases own DEF Penetration by 300 for 15 sec."
504,"Colorful Splendor, Diogemme","Summons the soul of Colorful Splendor, Diogemme, icnreasing own Crit DMG by 100% for 12 sec. Afterward, attacks all enemies and deals 125388 M.DMG. If the target is a Boss, deals 83592 additional M.DMG that ignores DEF.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,81,18,Charges up upon using Skills 5 times.,"Advancement Phase 1
Increases DMG by 30% and reduces cooldown by 4 sec.

Advancement Phase 2
Increases DMG by 30%, and All DMG the hit targets take by 35% for 15 sec."
505,"Demon of the Calm, Caethasis","Summons the soul of Demon of the Calm, Caethasis, increasing own ATK by 50% for 10 sec. Afterward, hits the enemy with the lowest P.DEF 4 times every 3 sec, dealing a total of 197504 P.DMG.
If the target's HP is 50% or above, this hit reduces target's P.DEF by 5% for 5 sec.
If the target's HP is below 50%, this hit increases its DMG by 2 times and will be a Critical Hit.
The P.DEF Reduction effect can be stacked up to max 10 times.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,73,22,Charges up over 18 sec.,"Advancement Phase 1
Changes Skill Activation Requirements to 14 sec.

Advancement Phase 2
Changes the P.DEF Reduction effect to 7%. The DMG Boost effect applied to enemies below 50% HP applies as 3.6 times."
506,"Lightning Bolt, Legios","Summons the soul of Lightning Bolt, Legios, attacking nearby enemies 4 times. Each attack deals 22488 M.DMG and stuns enemies for 0.5 sec. Afterwards, increases ATK by 30% for 10 sec, and activates 'Fury of Legios' every sec that deals 22488 M.DMG to a random enemy and nearby enemies within range. Hit enemies are stunned for 1 sec.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,74,25,Charges up upon dealing DMG 100 times.,"Advancement Phase 1
Target hit by 'Fury of Legios' takes 30% increased M.DMG for 5 sec.

Advancement Phase 2
Upon activation, the effect of 'Lightning Bolt, Legios' will be activated."
507,"Infinite Charter, Accordio","Summons the soul of Infinte Charter, Accordio and immediately acquires 2 stacks of 'Top Financier's Knowledge', increasing Crit DMG of the ally with the highest ATK by 50% and DMG dealt to Bosses by 20% for 10 sec.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,75,21,Charges up upon using Skills 5 times.,"Advancement Phase 1
Increase the duration of the Skill by 4 sec.

Advancement Phase 2
Increases Boost effect that ally with the highest ATK receives by 100%."
508,"Nightmare Fang, Kitrax","Summons the soul of Nightmare Fang, Kitrax for 10 sec. For every 1 stack of Soul owned, takes 6% reduced DMG, recovering HP equal to 1% of own Max HP and 50 Mana every sec. Afterward, deals 67464 M.DMG to enemies in a wide frontal range and petrifies the hit targets for 4 sec. If Viska has 5 Souls, Skill Cooldown will reset.",5,2021-01-10 0:00:00,2021-01-10 0:00:00,76,25,Charges up over 20 sec.,"Advancement Phase 1
Increases the duration of Petrification by 3 sec and hit targets take 30% increased M.DMG for 10 sec.

Advancement Phase 2
For the Duration of Skill, DMG of 'I'll rip you to pieces!!' increases by 100%."
509,"Crest of Extortion, Kaliosk","Summons the soul of Crest of Extortion, Kaliosk, for 10 sec, dealing 87984 M.DMG to an enemy with the highest ATK. For the duration of the soul, reduces target's ATK by 20%, Mana by 250 every sec, and increases own ATK by 30%.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,77,22,Charges up upon using Skills 5 times.,"Advancement Phase 1
Changes Skill Activation Requirements to 4 times, reduces ATK Reduction effect to 30%, and Boost effect to 50%.

Advancement Phase 2
Upon use, immediately enters Darkness Awakened state for 10 sec."
510,"Dragonbane, Svelta","Summons the soul of Dragonbane, Svelta for 10 sec, increasing all allies' ATK Spd by 300 and recovering own Mana by 400 every sec. For the duration of Skill, increases All DMG that all enemies take by 20%. If the target enemy is a Dragon, the DMG Boost effect changes to 60%.",7,2021-01-10 0:00:00,2021-01-10 0:00:00,78,25,Charges up over 18 sec.,"Advancement Phase 1
The duration of the effect increases by 10 sec.

Advancement Phase 2
For the duration of Skill, increases own ATK by 50%."
511,"Starry Sky Weaver, Mellifluo","Summons the soul of Starry Sky Weaver, Mellifluo, resetting the Cooldown of [Blinding Karma]. Afterward, attacks the enemy, dealing 111456 M.DMG, reducing Heal Rate by 50% for 10 sec, and inflicting 'Threading Destiny' for 10 sec. If the target is a Boss, deals 111456 additional M.DMG that ignores DEF.",5,2021-01-10 0:00:00,2021-01-10 0:00:00,79,20,Charges up over 20 sec.,"Advancement Phase 1
Increases DMG by 70%.

Advancement Phase 2
Reduces Skill Activation Requirements by 5 sec."
512,"Glory of the God King, Zaries","Summons the soul of Glory of the God King, Zaries for 10 sec, increasing P.DMG all enemies take by 25%, and increases ATK Spd of self by 500 for the duration of the skill.",6,2021-01-10 0:00:00,2021-01-10 0:00:00,80,25,Charges up upon using Skills 6 times.,"Advancement Phase 1
Increases DEF Penetration of self by 500 for the duration of the Skill.

Advancement Phase 2
Increases the duration by 4 sec, and becomes immune to CC for the duration of the Skill."
